gene_id,gene_name,gene_biotype
ENSG00000224391,LINC01280,lncRNA
ENSG00000238062,SPATA3-AS1,lncRNA
ENSG00000237571,LINC02862,lncRNA
ENSG00000235026,DPP10-AS1,lncRNA
ENSG00000224048,LINC02612,lncRNA
ENSG00000227744,LINC01940,lncRNA
ENSG00000226925,IL1R1-AS1,lncRNA
ENSG00000236859,NIFK-AS1,lncRNA
ENSG00000224655,LINC01823,lncRNA
ENSG00000227028,SLC8A1-AS1,lncRNA
ENSG00000227403,LINC01806,lncRNA
ENSG00000231420,LINC01817,lncRNA
ENSG00000235042,SMARCAL1-AS1,lncRNA
ENSG00000258910,LINC01956,lncRNA
ENSG00000225942,LINC01875,lncRNA
ENSG00000234919,LINC01827,lncRNA
ENSG00000293619,MALL,lncRNA
ENSG00000230408,BZW1-AS1,lncRNA
ENSG00000229536,LINC02572,lncRNA
ENSG00000257135,ODC1-DT,lncRNA
ENSG00000236977,ANKRD44-IT1,lncRNA
ENSG00000205054,LINC01121,lncRNA
ENSG00000223935,LGALSL-DT,lncRNA
ENSG00000235529,AGAP1-IT1,lncRNA
ENSG00000293616,PCBP1-AS1,lncRNA
ENSG00000225521,SNED1-AS1,lncRNA
ENSG00000205334,LINC01460,lncRNA
ENSG00000224577,LINC01117,lncRNA
ENSG00000163364,LINC01116,lncRNA
ENSG00000229941,PDE11A-AS1,lncRNA
ENSG00000227617,CERS6-AS1,lncRNA
ENSG00000237266,LINC01810,lncRNA
ENSG00000226791,LINC02611,lncRNA
ENSG00000223850,MYCNUT,lncRNA
ENSG00000233718,MYCNOS,lncRNA
ENSG00000231334,EML6-AS1,lncRNA
ENSG00000204685,STARD7-AS1,lncRNA
ENSG00000233723,LINC01122,lncRNA
ENSG00000237380,HOXD-AS2,lncRNA
ENSG00000231682,LINC01891,lncRNA
ENSG00000260025,CRIM1-DT,lncRNA
ENSG00000237992,LINC01808,lncRNA
ENSG00000231453,LINC01305,lncRNA
ENSG00000231532,LINC01249,lncRNA
ENSG00000227418,PCGEM1,lncRNA
ENSG00000231312,MAP4K3-DT,lncRNA
ENSG00000225062,CATIP-AS1,lncRNA
ENSG00000235335,B3GALT1-AS1,lncRNA
ENSG00000279873,LINC01126,lncRNA
ENSG00000232788,ITGA6-AS1,lncRNA
ENSG00000223985,LINC01874,lncRNA
ENSG00000223826,LINC01870,lncRNA
ENSG00000231672,DIRC3,lncRNA
ENSG00000228999,LINC01830,lncRNA
ENSG00000233587,LINC01884,lncRNA
ENSG00000224173,LINC02831,lncRNA
ENSG00000237281,CATIP-AS2,lncRNA
ENSG00000236107,SCN1A-AS1,lncRNA
ENSG00000228262,LINC01320,lncRNA
ENSG00000233392,UICLM,lncRNA
ENSG00000230918,DPP4-DT,lncRNA
ENSG00000204792,LINC01291,lncRNA
ENSG00000234169,LINC01868,lncRNA
ENSG00000224165,DNAJC27-AS1,lncRNA
ENSG00000232084,LINC01104,lncRNA
ENSG00000224184,MIR3681HG,lncRNA
ENSG00000224189,HAGLR,lncRNA
ENSG00000226363,HAGLROS,lncRNA
ENSG00000187600,LINC02583,lncRNA
ENSG00000228100,LINC01820,lncRNA
ENSG00000235092,ID2-AS1,lncRNA
ENSG00000250116,RHOQ-AS1,lncRNA
ENSG00000223631,LINC01120,lncRNA
ENSG00000231689,LINC01090,lncRNA
ENSG00000259863,SH3RF3-AS1,lncRNA
ENSG00000223734,LAPTM4A-DT,lncRNA
ENSG00000281477,LINC01955,lncRNA
ENSG00000226508,LINC01918,lncRNA
ENSG00000231079,KIF5C-AS1,lncRNA
ENSG00000235576,LINC01871,lncRNA
ENSG00000232164,LINC01873,lncRNA
ENSG00000226819,MEIS1-AS3,lncRNA
ENSG00000230749,MEIS1-AS2,lncRNA
ENSG00000232046,LINC01798,lncRNA
ENSG00000237179,LINC01797,lncRNA
ENSG00000232688,LINC01628,lncRNA
ENSG00000235885,LINC01828,lncRNA
ENSG00000236780,LINC01829,lncRNA
ENSG00000253559,OSGEPL1-AS1,lncRNA
ENSG00000234148,LINC01961,lncRNA
ENSG00000231943,PGM5P4-AS1,lncRNA
ENSG00000222005,LINC01118,lncRNA
ENSG00000224177,LINC00570,lncRNA
ENSG00000229647,MYOSLID,lncRNA
ENSG00000280721,LINC01943,lncRNA
ENSG00000229267,SNHG31,lncRNA
ENSG00000236485,LINC01945,lncRNA
ENSG00000181798,LINC00471,lncRNA
ENSG00000235770,LINC00607,lncRNA
ENSG00000226516,FAM138B,lncRNA
ENSG00000234281,LANCL1-AS1,lncRNA
ENSG00000232504,ST3GAL5-AS1,lncRNA
ENSG00000281162,LINC01127,lncRNA
ENSG00000231367,LINC02613,lncRNA
ENSG00000235009,LINC01883,lncRNA
ENSG00000234423,LINC01250,lncRNA
ENSG00000271952,LINC01954,lncRNA
ENSG00000229621,LINC01822,lncRNA
ENSG00000234572,LINC01800,lncRNA
ENSG00000224128,LINC01248,lncRNA
ENSG00000232485,RPL37A-DT,lncRNA
ENSG00000231758,ARHGAP15-AS1,lncRNA
ENSG00000226383,LINC01876,lncRNA
ENSG00000234199,LINC01191,lncRNA
ENSG00000235760,MSH2-OT1,lncRNA
ENSG00000286532,PARTICL,lncRNA
ENSG00000233806,LINC01237,lncRNA
ENSG00000232002,LINC01880,lncRNA
ENSG00000236432,MFF-DT,lncRNA
ENSG00000227308,LINC02832,lncRNA
ENSG00000228909,LINC01803,lncRNA
ENSG00000229867,STEAP3-AS1,lncRNA
ENSG00000231013,SCTR-AS1,lncRNA
ENSG00000231031,LINC01804,lncRNA
ENSG00000232973,CYP1B1-AS1,lncRNA
ENSG00000237883,DGUOK-AS1,lncRNA
ENSG00000232931,LINC00342,lncRNA
ENSG00000273265,CNNM3-DT,lncRNA
ENSG00000283436,LINC01958,lncRNA
ENSG00000204380,PKP4-AS1,lncRNA
ENSG00000231621,ANKRD44-AS1,lncRNA
ENSG00000234308,LINC01878,lncRNA
ENSG00000236193,LINC01953,lncRNA
ENSG00000196096,SPAG16-DT,lncRNA
ENSG00000236445,LINC00608,lncRNA
ENSG00000279484,KLHL30-AS1,lncRNA
ENSG00000186235,LINC02610,lncRNA
ENSG00000234235,BOK-AS1,lncRNA
ENSG00000238057,ZEB2-AS1,lncRNA
ENSG00000232606,LINC01412,lncRNA
ENSG00000224137,LINC01857,lncRNA
ENSG00000231908,IDH1-AS1,lncRNA
ENSG00000229127,KANSL1L-AS1,lncRNA
ENSG00000163081,CCDC140,lncRNA
ENSG00000228329,LINC01890,lncRNA
ENSG00000237576,LINC01888,lncRNA
ENSG00000237574,LINC01856,lncRNA
ENSG00000144063,MALL,protein_coding
ENSG00000234661,CHL1-AS1,lncRNA
ENSG00000230830,ARPP21-AS1,lncRNA
ENSG00000224822,THRB-IT1,lncRNA
ENSG00000227929,SRGAP3-AS3,lncRNA
ENSG00000260902,LINC02011,lncRNA
ENSG00000235593,RBMS3-AS1,lncRNA
ENSG00000203506,RBMS3-AS2,lncRNA
ENSG00000244383,FAM3D-AS1,lncRNA
ENSG00000241158,ADAMTS9-AS1,lncRNA
ENSG00000241328,LINC02070,lncRNA
ENSG00000272610,MAGI1-IT1,lncRNA
ENSG00000240175,MAGI1-AS1,lncRNA
ENSG00000251011,TMEM108-AS1,lncRNA
ENSG00000244124,ATP1B3-AS1,lncRNA
ENSG00000242370,KCNAB1-AS1,lncRNA
ENSG00000240012,SLC9A9-AS1,lncRNA
ENSG00000242671,LINC02010,lncRNA
ENSG00000244493,SLC9A9-AS2,lncRNA
ENSG00000241479,MECOM-AS1,lncRNA
ENSG00000238755,LINC02006,lncRNA
ENSG00000226779,NAALADL2-AS2,lncRNA
ENSG00000223941,LINC01014,lncRNA
ENSG00000250170,RASA2-IT1,lncRNA
ENSG00000241985,WWTR1-IT1,lncRNA
ENSG00000241570,PAQR9-AS1,lncRNA
ENSG00000226482,ADIPOQ-AS1,lncRNA
ENSG00000224855,OPA1-AS1,lncRNA
ENSG00000241313,WWTR1-AS1,lncRNA
ENSG00000230115,TPRG1-AS2,lncRNA
ENSG00000228308,LINC01209,lncRNA
ENSG00000240596,KCNAB1-AS2,lncRNA
ENSG00000228952,LINC02041,lncRNA
ENSG00000163915,IGF2BP2-AS1,lncRNA
ENSG00000236508,ATP13A5-AS1,lncRNA
ENSG00000239508,PLCH1-AS1,lncRNA
ENSG00000234197,ETV5-AS1,lncRNA
ENSG00000231177,LINC00852,lncRNA
ENSG00000240288,GHRLOS,lncRNA
ENSG00000242290,ZBTB20-AS5,lncRNA
ENSG00000241295,ZBTB20-AS2,lncRNA
ENSG00000239946,ZBTB20-AS3,lncRNA
ENSG00000242767,ZBTB20-AS4,lncRNA
ENSG00000241669,LINC01327,lncRNA
ENSG00000227509,LINC01839,lncRNA
ENSG00000244586,WNT5A-AS1,lncRNA
ENSG00000281708,ERC2-IT1,lncRNA
ENSG00000232416,BPESC1,lncRNA
ENSG00000281473,PISRT1,lncRNA
ENSG00000251224,CNOT10-AS1,lncRNA
ENSG00000242339,LINC02025,lncRNA
ENSG00000241648,CADM2-AS2,lncRNA
ENSG00000239519,CADM2-AS1,lncRNA
ENSG00000235908,RHOA-IT1,lncRNA
ENSG00000243799,PEX5L-AS1,lncRNA
ENSG00000226859,LINC02051,lncRNA
ENSG00000237990,CNTN4-AS1,lncRNA
ENSG00000235455,IQCF5-AS1,lncRNA
ENSG00000231383,FGF12-AS1,lncRNA
ENSG00000230126,FGF12-AS2,lncRNA
ENSG00000226709,FGF12-AS3,lncRNA
ENSG00000235947,EGOT,lncRNA
ENSG00000283646,LINC02009,lncRNA
ENSG00000244286,ITGB5-AS1,lncRNA
ENSG00000242094,FOXP1-IT1,lncRNA
ENSG00000239454,LINC02047,lncRNA
ENSG00000225578,NCBP2-AS1,lncRNA
ENSG00000206552,KRBOX1-AS1,lncRNA
ENSG00000234617,SNRK-AS1,lncRNA
ENSG00000281691,RBM5-AS1,lncRNA
ENSG00000240567,LINC02067,lncRNA
ENSG00000228213,NLGN1-AS1,lncRNA
ENSG00000232287,SLC6A1-AS1,lncRNA
ENSG00000233303,XXYLT1-AS1,lncRNA
ENSG00000229325,ACAP2-IT1,lncRNA
ENSG00000243572,LINC02017,lncRNA
ENSG00000243069,ARHGEF26-AS1,lncRNA
ENSG00000240032,LNCSRLR,lncRNA
ENSG00000239799,ITIH4-AS1,lncRNA
ENSG00000236999,ATP2B2-IT1,lncRNA
ENSG00000224771,ATP2B2-IT2,lncRNA
ENSG00000225542,ZNF385D-AS1,lncRNA
ENSG00000223351,ZNF385D-AS2,lncRNA
ENSG00000242759,LINC00882,lncRNA
ENSG00000237665,GRM7-AS2,lncRNA
ENSG00000228730,LINC02013,lncRNA
ENSG00000224074,LINC00691,lncRNA
ENSG00000261488,TBILA,lncRNA
ENSG00000249786,EAF1-AS1,lncRNA
ENSG00000235058,ZMYND10-AS1,lncRNA
ENSG00000273356,LINC02019,lncRNA
ENSG00000243701,DUBR,lncRNA
ENSG00000273125,LINC01990,lncRNA
ENSG00000244161,FLNB-AS1,lncRNA
ENSG00000282975,LINC02034,lncRNA
ENSG00000248243,LINC02014,lncRNA
ENSG00000244265,SIAH2-AS1,lncRNA
ENSG00000240666,MME-AS1,lncRNA
ENSG00000233885,YEATS2-AS1,lncRNA
ENSG00000223882,ABCC5-AS1,lncRNA
ENSG00000238020,HTR3E-AS1,lncRNA
ENSG00000272989,LINC02012,lncRNA
ENSG00000244321,LINC01326,lncRNA
ENSG00000240766,PLCXD2-AS1,lncRNA
ENSG00000229589,ACVR2B-AS1,lncRNA
ENSG00000240549,THOC7-AS1,lncRNA
ENSG00000239653,PSMD6-AS2,lncRNA
ENSG00000243410,PSMD6-AS1,lncRNA
ENSG00000280620,SCAANT1,lncRNA
ENSG00000237787,LINC02877,lncRNA
ENSG00000225822,UBXN7-AS1,lncRNA
ENSG00000243832,LINC02000,lncRNA
ENSG00000239921,LINC01471,lncRNA
ENSG00000226320,LINC01811,lncRNA
ENSG00000224424,PRKAR2A-AS1,lncRNA
ENSG00000241767,LINC01324,lncRNA
ENSG00000227398,KIF9-AS1,lncRNA
ENSG00000224406,LINC02052,lncRNA
ENSG00000244502,HDAC11-AS1,lncRNA
ENSG00000236869,ZKSCAN7-AS1,lncRNA
ENSG00000244541,LINC01213,lncRNA
ENSG00000239440,LINC02008,lncRNA
ENSG00000243321,LINC01998,lncRNA
ENSG00000281358,RASSF1-AS1,lncRNA
ENSG00000237978,KCNMB2-AS1,lncRNA
ENSG00000243347,LINC02045,lncRNA
ENSG00000234076,TPRG1-AS1,lncRNA
ENSG00000239641,PLS1-AS1,lncRNA
ENSG00000242808,SOX2-OT,lncRNA
ENSG00000232352,SEMA3B-AS1,lncRNA
ENSG00000231770,TMEM44-AS1,lncRNA
ENSG00000241336,LINC01487,lncRNA
ENSG00000244040,IL12A-AS1,lncRNA
ENSG00000242107,LINC01100,lncRNA
ENSG00000226567,LINC00606,lncRNA
ENSG00000240423,LINC00636,lncRNA
ENSG00000206573,THUMPD3-AS1,lncRNA
ENSG00000235897,TM4SF19-AS1,lncRNA
ENSG00000241469,LINC00635,lncRNA
ENSG00000214381,LINC00488,lncRNA
ENSG00000224652,LINC00885,lncRNA
ENSG00000242049,DNAJB8-AS1,lncRNA
ENSG00000235493,LINC01967,lncRNA
ENSG00000225548,LINC01980,lncRNA
ENSG00000225764,P3H2-AS1,lncRNA
ENSG00000232746,LINC02022,lncRNA
ENSG00000243550,LINC01214,lncRNA
ENSG00000242440,LINC02046,lncRNA
ENSG00000198685,LINC01565,lncRNA
ENSG00000230102,LINC02028,lncRNA
ENSG00000229619,MBNL1-AS1,lncRNA
ENSG00000242908,AADACL2-AS1,lncRNA
ENSG00000241151,LINC02066,lncRNA
ENSG00000203645,LINC00501,lncRNA
ENSG00000240476,LINC00973,lncRNA
ENSG00000233308,OSTN-AS1,lncRNA
ENSG00000242741,LINC02005,lncRNA
ENSG00000224318,CHL1-AS2,lncRNA
ENSG00000239445,ST3GAL6-AS1,lncRNA
ENSG00000243149,LINC02040,lncRNA
ENSG00000244342,LINC00698,lncRNA
ENSG00000244564,PRICKLE2-DT,lncRNA
ENSG00000235830,SRGAP3-AS4,lncRNA
ENSG00000232832,LMLN-AS1,lncRNA
ENSG00000242512,LINC01206,lncRNA
ENSG00000241211,IQCJ-SCHIP1-AS1,lncRNA
ENSG00000240006,LINC02004,lncRNA
ENSG00000241098,LINC01994,lncRNA
ENSG00000243715,CACNA2D3-AS1,lncRNA
ENSG00000228956,SATB1-AS1,lncRNA
ENSG00000242770,CD200R1L-AS1,lncRNA
ENSG00000231249,ITPR1-DT,lncRNA
ENSG00000241684,ADAMTS9-AS2,lncRNA
ENSG00000240137,ERICH6-AS1,lncRNA
ENSG00000244128,LINC01322,lncRNA
ENSG00000228109,MELTF-AS1,lncRNA
ENSG00000230082,PRRT3-AS1,lncRNA
ENSG00000225552,NAALADL2-AS1,lncRNA
ENSG00000243849,CFAP44-AS1,lncRNA
ENSG00000239513,LINC01210,lncRNA
ENSG00000281392,LINC00506,lncRNA
ENSG00000241202,ZIC4-AS1,lncRNA
ENSG00000242925,PLCH1-AS2,lncRNA
ENSG00000232455,LARS2-AS1,lncRNA
ENSG00000241933,DENND6A-DT,lncRNA
ENSG00000240541,TM4SF1-AS1,lncRNA
ENSG00000243629,LINC00880,lncRNA
ENSG00000241544,LINC02029,lncRNA
ENSG00000280739,ENTPD3-AS1,lncRNA
ENSG00000285051,SLC7A14-AS1,lncRNA
ENSG00000242428,CFAP20DC-AS1,lncRNA
ENSG00000243795,LINC02044,lncRNA
ENSG00000224563,LPP-AS1,lncRNA
ENSG00000244302,PEX5L-AS2,lncRNA
ENSG00000249846,LINC02021,lncRNA
ENSG00000232490,OSBPL10-AS1,lncRNA
ENSG00000230266,XXYLT1-AS2,lncRNA
ENSG00000241383,LINC01997,lncRNA
ENSG00000243187,CCDC39-AS1,lncRNA
ENSG00000224957,LINC01266,lncRNA
ENSG00000223715,LINC01208,lncRNA
ENSG00000214145,LINC00887,lncRNA
ENSG00000228271,LINC02048,lncRNA
ENSG00000283036,LINC01988,lncRNA
ENSG00000238097,LINC02037,lncRNA
ENSG00000241213,LINC02024,lncRNA
ENSG00000268324,LRRC2-AS1,lncRNA
ENSG00000235904,RBMS3-AS3,lncRNA
ENSG00000234548,LINC02020,lncRNA
ENSG00000238837,LINC02031,lncRNA
ENSG00000227588,CNTN4-AS2,lncRNA
ENSG00000239314,MORC1-AS1,lncRNA
ENSG00000241560,ZBTB20-AS1,lncRNA
ENSG00000241359,SYNPR-AS1,lncRNA
ENSG00000228980,LINC01205,lncRNA
ENSG00000232233,LINC02043,lncRNA
ENSG00000228791,THRB-AS1,lncRNA
ENSG00000230292,NAALADL2-AS3,lncRNA
ENSG00000273033,LINC02035,lncRNA
ENSG00000240708,LINC02030,lncRNA
ENSG00000223587,LINC01986,lncRNA
ENSG00000242781,LINC02050,lncRNA
ENSG00000243083,LINC00870,lncRNA
ENSG00000226258,GRM7-AS3,lncRNA
ENSG00000231574,LINC02015,lncRNA
ENSG00000239589,LINC00879,lncRNA
ENSG00000236202,GRM7-AS1,lncRNA
ENSG00000227260,LINC01985,lncRNA
ENSG00000235831,BHLHE40-AS1,lncRNA
ENSG00000242641,LINC00971,lncRNA
ENSG00000248724,NPHP3-AS1,lncRNA
ENSG00000250433,CLSTN2-AS1,lncRNA
ENSG00000241472,PTPRG-AS1,lncRNA
ENSG00000225473,ATP13A4-AS1,lncRNA
ENSG00000241369,LINC01192,lncRNA
ENSG00000224808,SRGAP3-AS1,lncRNA
ENSG00000230530,LIMD1-AS1,lncRNA
ENSG00000224514,LINC00620,lncRNA
ENSG00000240198,ARHGEF3-AS1,lncRNA
ENSG00000227375,DLG1-AS1,lncRNA
ENSG00000232065,LINC01063,lncRNA
ENSG00000244215,LINC02016,lncRNA
ENSG00000271856,LINC01215,lncRNA
ENSG00000223387,LINC02068,lncRNA
ENSG00000241696,LINC02053,lncRNA
ENSG00000244461,LINC02077,lncRNA
ENSG00000226441,PLCL2-AS1,lncRNA
ENSG00000249993,BFSP2-AS1,lncRNA
ENSG00000270959,LPP-AS2,lncRNA
ENSG00000231310,TBL1XR1-AS1,lncRNA
ENSG00000231304,SGO1-AS1,lncRNA
ENSG00000229155,LINC02038,lncRNA
ENSG00000242522,KLHL6-AS1,lncRNA
ENSG00000239877,IGSF11-AS1,lncRNA
ENSG00000239677,PDZRN3-AS1,lncRNA
ENSG00000242385,LINC00901,lncRNA
ENSG00000230401,LINC01972,lncRNA
ENSG00000240405,SAMMSON,lncRNA
ENSG00000240922,LSAMP-AS1,lncRNA
ENSG00000243694,LINC02027,lncRNA
ENSG00000265992,ESRG,lncRNA
ENSG00000228723,SRGAP3-AS2,lncRNA
ENSG00000239205,LINC02023,lncRNA
ENSG00000228221,LINC00578,lncRNA
ENSG00000244203,FOXP1-AS1,lncRNA
ENSG00000228242,XPC-AS1,lncRNA
ENSG00000251576,LINC01267,lncRNA
ENSG00000239453,SIDT1-AS1,lncRNA
ENSG00000223791,UBE2E1-AS1,lncRNA
ENSG00000272282,LINC02084,lncRNA
ENSG00000229243,LINC01981,lncRNA
ENSG00000225733,FGD5-AS1,lncRNA
ENSG00000224660,SH3BP5-AS1,lncRNA
ENSG00000241111,PRICKLE2-AS1,lncRNA
ENSG00000189196,LINC00994,lncRNA
ENSG00000241101,PRICKLE2-AS2,lncRNA
ENSG00000226017,PRICKLE2-AS3,lncRNA
ENSG00000249407,IL20RB-AS1,lncRNA
ENSG00000244300,GATA2-AS1,lncRNA
ENSG00000206417,H1-10-AS1,lncRNA
ENSG00000272690,LINC02018,lncRNA
ENSG00000243926,TIPARP-AS1,lncRNA
ENSG00000214146,LINC02026,lncRNA
ENSG00000237222,LINC01968,lncRNA
ENSG00000239213,NCK1-DT,lncRNA
ENSG00000243593,LINC02049,lncRNA
ENSG00000235257,ITGA9-AS1,lncRNA
ENSG00000241131,LINC02032,lncRNA
ENSG00000224187,LINC01991,lncRNA
ENSG00000241135,LINC00881,lncRNA
ENSG00000233570,LINC00690,lncRNA
ENSG00000242242,NECTIN3-AS1,lncRNA
ENSG00000241163,LINC00877,lncRNA
ENSG00000227110,LMCD1-AS1,lncRNA
ENSG00000228350,LINC02585,lncRNA
ENSG00000279727,LINC02033,lncRNA
ENSG00000242516,LINC00960,lncRNA
ENSG00000270141,TERC,lncRNA
ENSG00000229433,LINC02069,lncRNA
ENSG00000223358,EHHADH-AS1,lncRNA
ENSG00000223552,CCR5AS,lncRNA
ENSG00000241397,LINC00903,lncRNA
ENSG00000243197,TUSC7,lncRNA
ENSG00000239523,MYLK-AS1,lncRNA
ENSG00000230891,LINC00692,lncRNA
ENSG00000232354,VIPR1-AS1,lncRNA
ENSG00000230970,HHATL-AS1,lncRNA
ENSG00000173811,CCDC13-AS1,lncRNA
ENSG00000235016,SEMA3F-AS1,lncRNA
ENSG00000242797,GLYCTK-AS1,lncRNA
ENSG00000240254,B4GALT4-AS1,lncRNA
ENSG00000241155,ARHGAP31-AS1,lncRNA
ENSG00000241288,LINC02614,lncRNA
ENSG00000239608,RUVBL1-AS1,lncRNA
ENSG00000244578,LINC01391,lncRNA
ENSG00000241457,PLSCR5-AS1,lncRNA
ENSG00000239718,HLTF-AS1,lncRNA
ENSG00000240373,SEC62-AS1,lncRNA
ENSG00000234717,TMEM212-AS1,lncRNA
ENSG00000235943,TMEM212-IT1,lncRNA
ENSG00000221883,ARIH2OS,lncRNA
ENSG00000243368,MCCC1-AS1,lncRNA
ENSG00000242268,LINC02082,lncRNA
ENSG00000223783,LINC01983,lncRNA
ENSG00000224614,TNK2-AS1,lncRNA
ENSG00000242086,MUC20-OT1,lncRNA
ENSG00000224153,LINC02054,lncRNA
ENSG00000230215,LINC01840,lncRNA
ENSG00000240893,LINC02042,lncRNA
ENSG00000288547,C3orf36,lncRNA
ENSG00000226913,BSN-DT,lncRNA
ENSG00000235120,BSN-AS1,lncRNA
ENSG00000250218,ALDH1L1-AS1,lncRNA
ENSG00000246022,ALDH1L1-AS2,lncRNA
ENSG00000256628,ZBTB11-AS1,lncRNA
ENSG00000248360,LINC00504,lncRNA
ENSG00000251210,LINC02270,lncRNA
ENSG00000240152,LINC02271,lncRNA
ENSG00000251383,LINC02483,lncRNA
ENSG00000248256,OCIAD1-AS1,lncRNA
ENSG00000250819,LINC02493,lncRNA
ENSG00000249382,LINC02619,lncRNA
ENSG00000251219,LINC01217,lncRNA
ENSG00000250223,LINC01216,lncRNA
ENSG00000251636,LINC01218,lncRNA
ENSG00000246774,COL25A1-DT,lncRNA
ENSG00000249614,LINC02503,lncRNA
ENSG00000249717,PARM1-AS1,lncRNA
ENSG00000249885,ARHGEF38-IT1,lncRNA
ENSG00000251326,LINC02479,lncRNA
ENSG00000224932,LINC02262,lncRNA
ENSG00000251022,THAP9-AS1,lncRNA
ENSG00000251266,LINC02429,lncRNA
ENSG00000248869,LINC02511,lncRNA
ENSG00000280711,JADRR,lncRNA
ENSG00000248872,LINC02431,lncRNA
ENSG00000251061,LINC02512,lncRNA
ENSG00000249500,LINC01179,lncRNA
ENSG00000251128,WWC2-AS1,lncRNA
ENSG00000248339,LINC02504,lncRNA
ENSG00000249425,LINC02477,lncRNA
ENSG00000248980,SPCS3-AS1,lncRNA
ENSG00000250042,LINC02514,lncRNA
ENSG00000250252,LINC02430,lncRNA
ENSG00000249066,LINC02496,lncRNA
ENSG00000248517,LINC02437,lncRNA
ENSG00000249613,LINC02173,lncRNA
ENSG00000226950,DANCR,lncRNA
ENSG00000249623,PALLD-AS1,lncRNA
ENSG00000285122,PIGY-DT,lncRNA
ENSG00000248408,LINC02469,lncRNA
ENSG00000281501,SEPSECS-AS1,lncRNA
ENSG00000250902,SMAD1-AS1,lncRNA
ENSG00000272620,AFAP1-AS1,lncRNA
ENSG00000245928,SDAD1-AS1,lncRNA
ENSG00000248221,STX18-IT1,lncRNA
ENSG00000250456,LINC02260,lncRNA
ENSG00000242686,PDE6B-AS1,lncRNA
ENSG00000248143,LINC02383,lncRNA
ENSG00000280927,CTBP1-AS,lncRNA
ENSG00000250986,LINC02600,lncRNA
ENSG00000281202,LINC01097,lncRNA
ENSG00000270751,FBXW7-AS1,lncRNA
ENSG00000251260,WDFY3-AS1,lncRNA
ENSG00000196810,CTBP1-DT,lncRNA
ENSG00000280650,KCNIP4-IT1,lncRNA
ENSG00000251398,LINC01256,lncRNA
ENSG00000250302,LINC01618,lncRNA
ENSG00000293644,LINC01618,lncRNA
ENSG00000248019,FAM13A-AS1,lncRNA
ENSG00000251526,LINC02435,lncRNA
ENSG00000249464,LINC01091,lncRNA
ENSG00000249348,UGDH-AS1,lncRNA
ENSG00000283083,LINC02498,lncRNA
ENSG00000249152,LNCPRESS2,lncRNA
ENSG00000231171,LINC01098,lncRNA
ENSG00000246560,UBE2D3-AS1,lncRNA
ENSG00000273396,LINC01396,lncRNA
ENSG00000272870,SAP30-DT,lncRNA
ENSG00000251329,LINC02353,lncRNA
ENSG00000246375,PPM1K-DT,lncRNA
ENSG00000248228,SLIT2-IT1,lncRNA
ENSG00000251688,LINC02507,lncRNA
ENSG00000269893,SNHG8,lncRNA
ENSG00000249599,BMPR1B-DT,lncRNA
ENSG00000248307,LINC00616,lncRNA
ENSG00000250033,SLC7A11-AS1,lncRNA
ENSG00000232021,LEF1-AS1,lncRNA
ENSG00000283314,LINC02357,lncRNA
ENSG00000249673,NOP14-AS1,lncRNA
ENSG00000248215,LINC02505,lncRNA
ENSG00000250413,SLC2A9-AS1,lncRNA
ENSG00000246526,LINC02481,lncRNA
ENSG00000251075,HTT-AS,lncRNA
ENSG00000245322,H2AZ1-DT,lncRNA
ENSG00000250590,LINC02492,lncRNA
ENSG00000250486,FAM218A,lncRNA
ENSG00000281731,METTL14-DT,lncRNA
ENSG00000268471,MIR4453HG,lncRNA
ENSG00000245954,LINC02273,lncRNA
ENSG00000234111,LINC02433,lncRNA
ENSG00000250141,LINC02276,lncRNA
ENSG00000251619,LINC02508,lncRNA
ENSG00000226757,PP12613,lncRNA
ENSG00000251040,LINC02480,lncRNA
ENSG00000250102,LINC02377,lncRNA
ENSG00000260265,LINC02562,lncRNA
ENSG00000249519,LINC01438,lncRNA
ENSG00000251676,SNHG27,lncRNA
ENSG00000250062,MAPK10-AS1,lncRNA
ENSG00000248227,LINC02513,lncRNA
ENSG00000248685,LINC02484,lncRNA
ENSG00000249882,LINC02501,lncRNA
ENSG00000248494,LNX1-AS2,lncRNA
ENSG00000248370,LINC02434,lncRNA
ENSG00000248510,LINC02267,lncRNA
ENSG00000250739,LINC01262,lncRNA
ENSG00000249747,LINC02374,lncRNA
ENSG00000254233,LINC02365,lncRNA
ENSG00000248330,LINC00613,lncRNA
ENSG00000231160,KLF3-AS1,lncRNA
ENSG00000250190,LINC02364,lncRNA
ENSG00000229565,LINC02264,lncRNA
ENSG00000250632,LINC02171,lncRNA
ENSG00000272727,LINC02266,lncRNA
ENSG00000250263,LINC02509,lncRNA
ENSG00000248319,LINC02275,lncRNA
ENSG00000250772,LINC01365,lncRNA
ENSG00000250436,LINC02499,lncRNA
ENSG00000251165,F11-AS1,lncRNA
ENSG00000251632,LINC02172,lncRNA
ENSG00000271538,LINC02427,lncRNA
ENSG00000250392,LINC02502,lncRNA
ENSG00000250125,LINC02232,lncRNA
ENSG00000249534,LINC01258,lncRNA
ENSG00000248300,LINC02360,lncRNA
ENSG00000227145,IL21-AS1,lncRNA
ENSG00000251321,PCAT4,lncRNA
ENSG00000251586,TET2-AS1,lncRNA
ENSG00000247775,SNCA-AS1,lncRNA
ENSG00000251580,LINC02482,lncRNA
ENSG00000250968,LINC02382,lncRNA
ENSG00000261121,LINC02473,lncRNA
