sample_id,ES_positive,ES_control,CPS,CPS_zscore,Unnamed: 0,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,data_processing,data_processing.1,data_processing.2,data_processing.3,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,tissue:ch1,subgroup,CPS_class
AB_38,0.49497070088664447,0.9475457885854136,-0.45257508769876914,-1.8357895626584448,GSM8059524,"AB_38, Colorectal",GSM8059524,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735588,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504017,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_39,0.6630077872873661,0.7764369966973651,-0.11342920940999901,-0.29411641868707034,GSM8059525,"AB_39, Pancreas",GSM8059525,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735587,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504018,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_40,0.7333986671344506,1.0179519549375577,-0.2845532878031072,-1.0720040854240263,GSM8059526,"AB_40, Colorectal",GSM8059526,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735586,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504019,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_41,0.6518070747830438,0.848621776741175,-0.19681470195813122,-0.6731662102013353,GSM8059527,"AB_41, Pancreas",GSM8059527,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735585,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504020,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_42,0.6358964478677556,0.5717234431081851,0.06417300475957044,0.5132192484205896,GSM8059528,"AB_42, Pancreas",GSM8059528,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735584,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504021,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_44,0.6239627724752655,0.9670078867382025,-0.34304511426293693,-1.337893437964448,GSM8059530,"AB_44, Pancreas",GSM8059530,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735582,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504023,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_45,0.7117926947511061,0.6481597843339272,0.06363291041717889,0.5107641133410268,GSM8059531,"AB_45, Pancreas",GSM8059531,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735581,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504024,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_46,0.8101502377040058,0.8329177333463359,-0.02276749564233005,0.11800927190742198,GSM8059532,"AB_46, Pancreas",GSM8059532,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735580,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504025,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_47,0.7192411315880021,0.765637280001761,-0.04639614841375894,0.010599270082425876,GSM8059533,"AB_47, Colorectal",GSM8059533,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735579,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504026,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_48,0.825724776807138,0.7184995533339489,0.10722522347318908,0.7089239690973187,GSM8059534,"AB_48, Colorectal",GSM8059534,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735578,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504027,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_49,0.6419390894968662,0.5468731148113761,0.09506597468549005,0.6536510363951824,GSM8059535,"AB_49, Pancreas",GSM8059535,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735577,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504028,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_50,0.7175915065194093,0.7551248603376575,-0.03753335381824818,0.050887338678086605,GSM8059536,"AB_50, Pancreas",GSM8059536,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735576,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504029,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_51,0.8191360271107204,0.8457603000362077,-0.026624272925487302,0.10047731784174493,GSM8059537,"AB_51, Colorectal",GSM8059537,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735575,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504030,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_19,1.0520927445345194,0.6215225809531535,0.4305701635813659,2.178769962564947,GSM8059505,"AB_19, Pancreas",GSM8059505,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735607,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23503998,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_20,0.5876457466929743,0.9641334902150835,-0.37648774352210923,-1.4899153456249559,GSM8059506,"AB_20, Pancreas",GSM8059506,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735606,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23503999,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_21,0.6065990513775653,0.8262793724038465,-0.2196803210262812,-0.7771076498423366,GSM8059507,"AB_21, Pancreas",GSM8059507,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735605,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504000,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
