"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","data_processing.3","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell line:ch1","tissue:ch1"
"GSM8059599","AB_29, small RNA, Colorectal","GSM8059599","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736095","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504379","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059600","AB_30, small RNA, Colorectal","GSM8059600","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736094","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504380","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059601","AB_31, small RNA, Pancreas","GSM8059601","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736093","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504381","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059602","AB_32, small RNA, Colorectal","GSM8059602","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736092","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504382","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059603","AB_33, small RNA, Colorectal","GSM8059603","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736091","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504383","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059604","AB_34, small RNA, Pancreas","GSM8059604","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736090","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504384","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059605","AB_35, small RNA, Colorectal","GSM8059605","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736089","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504385","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059606","AB_36, small RNA, Pancreas","GSM8059606","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736088","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504386","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059607","AB_37, small RNA, Colorectal","GSM8059607","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736087","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504387","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059608","AB_38, small RNA, Colorectal","GSM8059608","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736086","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504388","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059609","AB_39, small RNA, Pancreas","GSM8059609","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736085","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504389","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059610","AB_40, small RNA, Colorectal","GSM8059610","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736084","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504390","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059611","AB_41, small RNA, Pancreas","GSM8059611","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736083","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504391","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059612","AB_42, small RNA, Pancreas","GSM8059612","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736082","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504392","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059613","AB_43, small RNA, Colorectal","GSM8059613","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736081","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504393","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059614","AB_44, small RNA, Pancreas","GSM8059614","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736080","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504394","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059615","AB_45, small RNA, Pancreas","GSM8059615","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736079","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504395","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059616","AB_46, small RNA, Pancreas","GSM8059616","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736078","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504396","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
